review,sentiment
"Good work Environment, work-life balance",1
"Good for fresher.
Good work culture in Pune and Mumbai.",1
"CMM5 Company, Training, can learn new technologies",1
"Mediocre middle Management
Attendance policy. 
Unbalanced workload.",0
"As work for client of XYZ, the timing depends completely on client needs., However it was a general shift where u can go home by EOD.",1
Latest technology to work with and Cool workplace,1
"1. Let learn the emerging technologies
2. Gives importance for fun in work
3. Celebrates the Traditions at Workplace
4. Conducts Team building activities",1
Salary hikes are low as compare to other organizations.,0
Great work culture. Ethical and relaxed environment,1
"Long bench duration, very slow career growth, too much hierarchy, too many people",0
"1. Still a good brand.
2. More opportunities for people with SAP expertise.",1
Environment is really nice and relaxed,1
"Bias, Ego, not trusting team members, self centred leadership & lack of vision and foresight.",0
Low salary package compared to other MNC's,0
Low salary and low increment,0
"Many opportunities available, Great Place",1
Too professional,0
It has very flexible timing and people to work with,1
Good place to learn,1
No Pros working for this company,1
i gained lot of knowledge,1
"Friendly, good culture, No micro management, work life balance",1
Learn sql and some business tactic . But better to avoid some internal issue.,1
"Nyc company to work with, good Environment and very well work culture",1
"1.One of the best reason to work at XYZ is that you will get your monthly salary on the last working day of month accurately , it can came early but it won't get delay.
2. Services offered by XYZ is best.
3. Variety of people ,shows diversity.
4. Daily entertaining or encouraging activities 
5. Good working environment .",1
Have great bench periods for freshers,1
Very slow growth in the company,0
I've been working for over 6 yrs at XYZ and I love working here because of its open culture and strong ethics value system.,1
"As it a big organization, billability is important.
Hence meeting your career aspirations is less.
Which ever project available will be put in. 
In some cases you might have to relocate here and there.",0
Good company to start career,1
"Work life balance needs to be taken care..
Working hours are not much flexible..",0
only one that is it doesn't fully involve you in project.,0
"No Learning ... if you find yourself in a wrong project and actually it happens most of the time
Hikes are very low",0
Good work environment and friendly atmosphere.,1
"LBS domain people works at client side only and they frequently shift from one to other client which doesn't make employee to be settle down in any project.

Micro hike.",0
"Nothing such, few things but like every other organization have",0
Good work & life balance,1
Timings are flexible Timings are flexible can't think of any other advantage,1
"1. Employee friendly
2. Learning  ( Had a chance to work on Axiom Reporting Tool)
3. Better work life balance
4. Management is co operative and projects are good
5. Fun events
6. Nice place to work",1
"Work life balance
Decent package
100% variable pay",1
"Work Culture , Defined process  , Onsite Opportunities",1
"Not using latest technology in most of the projects.
 Salary and hike is less compared to market.",0
Looking for better opportunities outside.,0
"Good work culture
Depending on team - Cordial management
Depending on work - Work from home is not a major issue",1
"Difficult to change project and assigned with any client location.
Not much connection between employee working in client location.
Atleast we should not be forced to work for a client is it is unbearable.",0
"great environment, lots of projects, flexible office hours, great benefits, onsite opportunities, good hike",1
Good learning Environment.You can experiment with many tools and technologies.Supportive seniors.An ideal environment for a fresher who is willing to learn and put efforts to make most of the available resource.,1
You get ample of time to study on your own.,1
"Uncertain future for junior resources as they are benched for a long period initially.
Individual growth is affected as a resource is made to change domain very often.
Not allowed to attend trainings while in projects.",0
"No notable cons, maybe senior management needs improvement",0
"Healthy Work Environment, No Micromanagement",1
"1. Great atmosphere to work if you land in a good project under a good manager
2. Great facilities for employees like gym, creche, transport services etc
3. If you do well with annual review ratings(1or2), you get a decent hike.
4. Encouragement from the management on skill development",1
Strict hr policies and low increments,0
Performance review system is unidirectional there is no way to rate Manager from reportee.,0
"good work life balance, entrepreneurial work place,",1
"Good work life balance, best infrastructure, one of the coolest offices to work at,trust worthy company will not leave you at hard times even, whole lot of benefits, they would try to save even a drop or trickle of tax you are going to pay. good company I would suggest",1
completely manager oriented company.. So better be good with the associated manager's,0
"1. No financial growth, tiny hikes 
2. For testers, you have to struggle to get into automation so no professional growth.
3. ANZ project specific-Some team leads come from villages who have meagre knowledge and are just interested in putting you down. Biased towards Kannada and bad behaviour towards north Indians. Faced this for first time ever in any IT firm.",0
"Work life balance, good culture, and knowledge oriented projects",1
"After acquiring IGATE,the XYZ has become the worst company possible in terms of HR policies and work environment.They are laying off people randomly and forcing people to move to other locations...",0
"Salary issues, appraisal cycle not good, too much variable component",0
Igate takeover has destroyed the cultural values,0
It's a great learning experience.,1
Highly regional oriented.  Constantly changing organization. Not so good canteen facilities in India,0
"Not many good projects. 
The senior management lacks the zeal to excel and grab projects from other competitors.",0
Pay is a bit less when compared to others.,0
Good work culture and benfits for employees,1
The Client location keeps changing.,0
Could get some good projects if you are lucky,1
1. Lot of client so no worry of projects,1
Too much work pressure few times,0
"Employee Friendly environment, No stress",1
Working environment is stress free and Policies are employee friendly,1
onsite opportunities are pretty limited,0
No challenging work leads to complacency and boredom . Lack of quality work.,0
"Good for Freshers,Nothing else in pros",1
Hikes are very less and not much employee friendly. Specially RM team,0
"Inorganic growth leading to unstructured growth
No uniform structure or practices across the units",0
underlying processes for delivery and especially quality are bad,0
Only above thing. Nothing else you can have here. Some old techniques still there,0
"No professional growth, work not assigned as per your skill sets, internal politics, favoritism.",0
Good Work Culture and Employee Friendly.,1
You will not get much to learn,0
good campus.Its good for the freshers .,1
"1. Good cultural affairs.
2. The learning calendar is a big plus.
3. Faculty in training is good.",1
"good ambience, good work culture, follow process(now this depends from project to project), bus facility(paid)",1
"No work life balance at times, it depends  on project you are going to get.",0
Less salary for the Freshers,0
Slow growth due to more employee,0
"- The biggest disadvantage is salary, they pay you peanuts and expect to work more
- No motivation for a job
- 90 days notice period, and there is no way you can negotiate
- very slow growth in terms of profile and salary
- huge difference in a sa",0
"Too much acquisitions to carry on
Annual appraisal system",0
"- Can re-look at overall compensation package
- Should treat shared services employees at same level as billable employees
- Should have more growth opportunities for shared services employees
- Can look at improving transport facilities",0
"Integration with Igate
Will take timeto merge two different entities
Struggling to maintain bench strength",0
"Less increment.
Working in shifts.
Short sited seniors",0
Nothing as far as I know,0
Work Life Balance is better than other companies,1
Need to get more projects,0
"-Good infrastructure and facilities.
- Provides virtual and classroom training's on various technologies.",1
nice place to work and good freedom to implement your ideas.,1
"Work life balance
Excellent infrastructure
Facilities provided to employees.
Good peers and management.
Always reachable HR",1
low salary if you join as fresher,0
"training, web based training, classroom based training",1
"Cafeteria is very small as compare they have more people but not more space to manage them for lunch or dinner.
Hike is not much.
your client is everything .we should listen to employee's concern and issues also",0
Good work environment..great deal of opportunities  and get a platform to enhance your skills.,1
"Good facilities
Provides good learning opportunities. 
Provides opportunity to scale laterally and switch to other roles with organization
Managers and leaders are very approachable",1
You have to serve 9:30 hours per day I'm office in case of India,0
Salary for freshers is not that lucrative when comparing to industry standard.,0
Working hours is very constant and strict,0
"Good learning, multiple projects to work.",1
"Good company, good infrastructure, offices in all major cities",1
"Good work culture
Good scope of learning
Good work life balance",1
"Rating system is joke. You will be awarded rating 2 till the day before of rating announcements, and automatically system announces 4 on the day of ratings.",0
"Prone to change, certain degree of instability.",0
"But it depends on, for which client you are working, and in which BU you are IN.
There is a lot of variations  in BUs, SBU, accounts (as if like a new company)
And under which Project Management team you are working",0
flexibility is good. the availability options are good. work from home is also accepted in emergency.,1
"Good client base, reputed CMMI level 5",1
i never expereinced any downsides working with that company.,0
Nothing to say good reasons to work in this company,1
"Huge infrastructure and workforce, good for IT professionals only",1
"not a good  company for fresher
no opportunities to learn",0
Work from Home available in some projects.,1
"- Good work life balance
- Great culture
- Good quality work",1
"Low salary hike on promotion. HR is not independent. Also learning courses should be included so if one wants to enhance educational qualification , it can be done internally.",0
"Need alignment on Compensation and Benefits 
More Onsite oppurtuinites needed",0
some colleagues not support  to otherside of work,0
"Flexibility , new learning and better work-life balance",1
Average salary and internal increment is very less,0
nice team collabration in work,1
"Work life balance
Good work culture
Mumbai based so lots of exposure",1
some of the projects are in support mode and some are of no use outside (when you  lookout; no enterprise level app development),0
Option to Work From Home or Remotely,1
"Great Work Culture.
Nice learning experience for fresher.",1
"Global Exposure
Rigourous training
Great projects
Good for freshers from a learning point of view",1
Overall work experience depends on the project you are tagged to. You could be in a pure dev work where you get to do the real work or you can also be stuck in a repetitive task support project making you hate every bit of it.  It all depends on the project.,1
Had a wide experience of different software tools and corporate life for a fresher. Had one of the best manager a fresher could hope for to start a corporate life. Company had wide culture and values which was a major plus.,1
"If you are in project you can enjoy.
Lots of training you can enroll.",1
"-it is mass recruiter company.
-if u clear apti then ur 70% chances to select",1
Not much challenging in training period,0
Good salary hike ( while joining only) compared to other services,1
They keep on reallocating the employees,0
Anybody looking for Retirement  Life if you wish life like that be here and enjoy. Nothing else good I could found  here.,1
"Work Environment, Scope of learning and regular workshops to keep ourselves updated with latest technologies",1
don't know any cons till now,0
Good work culture and friendly environment. Most of the seniors are very helpful.,1
"Minimal Career Growth
Less hikes
Less employee friendly",0
Friendly environment with good opportunity,1
Work life balance . Long term projects . Less bench . For mumbai people it's good company since they have lot many projects here in mumbai.,1
"no much work pressure...
you can enjoy laid back time.",1
Multinational company providing a good platform for the freshers like me,1
"1. Not that great for freshers(But freshers interested for higher studies can prefer due to good to work life balance)
2. Poor Salary hike",0
"Very less stress in work
Good work life balance
Can pursue an additional career along the job",1
"Work life balance,  Good Company,  Good company to start with.",1
well-defined org structure in place,1
"1. Good work life balance
2. Awesome work culture",1
New Management after iGate merger,0
"Nothing to mention here, as I did not find anything",0
No growth in career and politics and you will loose your hands on and ofcourse it depends on projects as well,0
Work culture is not very good,0
Top management is not as good as other top level companies have. HR policies are not good. Leave policies are worst in industry. Less yearly hikes,0
"Cab facility 
Shift allowance
Nothing else is good here",1
campus canteen airoli greenary and tea stall,1
"working environment is very good and very friendly .
work pressure is less as compare to other companies .",1
Good work culture to work.,1
"Good opportunities to learn new technologies(Depends on Project)
Good Work culture
People Friendly",1
"If you are ready to spend longer duration of your precious career as a bench resource, then please go ahead!",1
"work life balance may get disturbed,but rare, salary hike is less",0
"No cons , I liked the environment , as a fresher I learnt alot",0
mid salary hike. on average 7-8 % per year hike,0
Good working relationship and hike,1
"No work-life balance at times
Very quick turnaround time which creates a lot of job pressure. 
Appraisals hike is meager to less",0
Leaves are less foe employees,0
This place sucks. They treat employees like machines . The pay is less . Expects you to work a lot for the salary given. worst insurance benefits . Worst transportation facilities . 3 months notice period,0
"Diverse clients across different businesses, Employee Engagement team",1
1. Working hours are 9.5,0
Increment is not so good,0
Working Environment is good and salary .,1
slow salary growth each year,0
"there is only one issue, salary is less as compare to others IT firms for freshers.",0
XYZ is one of the biggest companies in the world.,1
"- Great multi cultural & cross border experience
- Good international exposure
- Growth opportunities
- Work life balance",1
"Management is bogus,
Deceive people by saying you will work on spring ,hibernate  and actual work is on only core java.
No options for freshers they are forcefully ask to do management work by saying it is project work.",0
"1. Fun at work
2. work from home
3.less work pressure
4.own campus is the best to work",1
bad salary heavy work bad,0
very good environment to work,1
"work life balance, good opportunities",1
Can't think of anything in particular.,0
"For freshers its good to start,dont expect much salary!",1
"Good company

we can learn lot",1
"Its good only when you do not have any other offer.
Very easy to clear interview.",1
"XYZ is a great place to work and learn.
XYZ provides  life balance with work culture smoothly.",1
"Job Stability,scope for learning,good for experience",1
A Great Company and  driven by great  leadership .....you will get chance to show your talent.,1
"Crowded.
Not good projects for 70% of freshers.
No good work environment.
Not good management.
Management always believes in seniors.",0
"1.Minimum hours to be fulfilled
2.Very low on salary
3.Salary growth rate is also very low.",0
"Diverse Culture 
Multiple Happenings Technology Portfolios",1
"Low pressure,
Great work environment
Very structured and professional",1
"Good Culture
Freedom to execute ones thoughts
Opportunities are better",1
"Low salary, No employee care, tight schedule, poor management",0
less pay and not enough freedom for relocation,0
"Nice platform for fresher 
salary hikes only on promotion",1
"good technology and breadth
plenty of domain expertise and new business opportunity",1
if u join as freshers its helpful n btr when compared to other firms. less pressure,1
"Good Working environment
Employee friendly",1
"Great people, great work, excellent learning, awesome workplace and good pay.",1
Good Work Culture & Work Environment. Colleagues & Management were supportive.  Good if you're joining  at Senior Position.,1
Depends on the project. In my case i am not learning new things as of now. And leaning progress is veey slow.,0
No cons other than less hikes,0
Will like the work involved,1
Less salary. Not at par with industry,0
Low salary package compare to other MNC's.,0
nothing nothing nothing nothing nothing,0
I am struggling to get my PF amount from this company even after 6 months of my resignation. Email communication is happening from last 4 month but nobody is bothered to give me fixed date to get my PF. I hope this will awake the other people if they are facing similar issue.,0
"Only salary, I would say if salary part taken care, than it's the best company to work with",0
"good work life balance.
You can have WFH whenever you want",1
facilities and timing makes problem,0
"Good Place to work. 
Focus is given on learning.
Nice Culture.",1
"Worst Management!!! No Promotions , No Onsites and Megre Hikes",0
None as per my experience,0
Excellent company culture and values. Supporting managers and a lot of spending on training and development.,1
Don't find any cons as of now.,0
Nothing I will say.. Not interested,0
"XYZ is a wonderful place to work. Work environment is good for employees. Lots of classroom, virtual and web-based trainings are available. Good cafetaria and food.",1
very less Pros are there.,1
"Salary very less for a fresher
Longer bench period for some freshers",0
Limited opportunities for self development.,0
Friendly environment and work life balance,1
"1. Stable
2. Have more projects and seeing good growth for last few years",1
Best company to start the career,1
"Low salary
Very less hike
Bench period is more",0
If you will join the LBU(Local business unit) erase any pros from your memory you will find!,1
Work life balance & Fun Workplace,1
its not easy to change project,0
"No work you'll get to do
good enironment",1
"Very nice atmosphere.
fun place to work at",1
"Good environment to work.
Depends on location.
Mumbai pune is good place to work in XYZ.",1
"Management is very slow
Infrastructure wise is good but it is located far away from city with limited access to outside stuff.",0
"working environment is good , recommend to those fends who are freshers.",1
"""No Work life balance need to work on weekends also"" 
""Limited onsite opportunities for new people"" 
""Less salary hike after you join""",0
Lucky if you get good project.,1
Pay is really bad. We literally got 0 as bonus and hikes are pathetic.,0
"Work Life balance if you are into the Correct Project.
Not too much of politics. Pretty much rotational rating system.
Fixed promotion Cycle.
Will pay you good if they really need you.",1
"Everything, and mostly the admin team.",0
"No projects, hire and fire company. 
It's like recruitment Consultancy. They will screw your career. DO NOT JOIN LOCAL BUSINESS SERVICES. THEY WILL NOT TELL WHILE JOINING, BUT YOU CAN FIGURE IT OUT BASED ON WHAT PROJECT AND CLIENT you will be working.",0
Good employee working environment. Lots of employee engagement activities like My Jason and iCare. Awareness of various policies also made available to all employees,1
"Good work culture.
More fun activites.
Most awaiting annual function.",1
Not Many good things to share about company,1
"Very less hikes 
Policies are not employee friendly",0
Can't think of any cons or downsides.,0
"Community politics has polluted the Company,people are hired without a vision.All that is told about the job profile during the interview process is fake, experienced and skilled employees are made to work as freshers.
Incapable staff.",0
good overall. good work life balance,1
it was a good exp at XYZ,1
for rating and opportunities need luck,0
Employee Friendly company and  Good opportunity for the people who are pro-active in changing the profile.,1
"Good Company , Good Work life balance , Good Manager",1
Nothing to down in this company,0
"NO pros to mention in XYZ
so not mentioning any",1
"Bad work-life balance
Poor middle management",0
not liking the office space,0
"1.less hikes in salaries.
2.poor management.",0
"Good company, ideal to get trained.",1
"Open culture

Work from home option if Manager allows",1
"I have huge list of cons:
Seniors resources(10+) are illtreated..Mgmt creates a scenario like not giving hikes for some people 3 years in a row  there by forcing them to quit the company and look elsewhere
No onsite or very limited
Suspicious Appriasal process
Its like a circus with so many people
Very bad management 
Very bad HR",0
low salary and low rise in increments too,0
"Good working environment, professional attitude, company culture was good.",1
"Popular brand name
Flexible Time depending on the project manager
Good only for top management
Easy to move between different verticals",1
"Good energetic peers... swanky office, lots of options for extra-curricular activity .. responsibility given at early stage allows a person to grow",1
facility to work from home,1
Busy season is a real pain....,0
"Less Hardware projects,  Need to be more Employee Friendly",0
good company to work in,1
"Various cutting edge of technologies to work on. 
Good on-site opportunities. 
Better pay.",1
"Excellent Work Life Balance
Learn while you Earn",1
"Very nominal appraisals.
Most of the projects are based in Mumbai.",0
Very bad reporting structure for an employee.,0
"Great working Environment and infrastructure, will have ample opportunity to upgrade yourself in  technology",1
Its a great company to work with.. Full of opportunities,1
"Good exposure to globalized work process, strong clients, decent salary for external hires, you may grow fast depending on your working relations with your supervisors",1
Depends on the project or client location.,1
cant see any as of now really sorry,1
"1. losts of new things to learn
2. Good working environment",1
"Very Low annual hikes. Even on promotion, no substantial change in salary slab",0
"Project, people, process and work culture simply great.
Get change to learn new tool & modules",1
Have got loads of Con.,0
"Rigid timming, no parties, employee is nothing only client is important. Annual appraisal is very upsetting. No deputation policy at client location.No motivation.",0
"Long Working hours, Distance, not much",0
Designation keeps on changing by HR,0
"Good work culture, Projects are good",1
Leave policy and some changes after Igate integration turned out to be bothersome.,0
"Good facilities at client location.Provide free transportation if you are at client side but for XYZ campus it is chargable.
Good relocation allowances and bonus.
Good training",1
"opaque appraisal, promotion years of experience not merit, lowest of salary growth with no visibility on career path",0
"Good training for freshers
Work life balance",1
Brand Name is the only positive point,1
"Worst salary hikes e.g. 1% - 5%
RMG Team is worst
Dirty politics for on-site",0
The environment of work is good and the people here are very cooperative.,1
Some Regression projects have nothing to learn for thats only 1 negative point,0
"Variable paid only once in a year. If your last day is before 31st March in any year, you loose out your variable. Gratuity is also part of your package.",0
"1. Good pay
2. flexibal leaves
3. good management
4. lot of opportunities in Automation",1
"1) Negligible hikes
2) No projects
3) Very bad HR Policies",0
I don't see any of the Cons of working in XYZ. Their facilities are world class. They beleive in their employees.,0
"Good work life balance
Employee friendly HR policies",1
"Work life balance, No respect for juniors",1
"Good work environment.
Flexible working hours.
Decent compensation.",1
Good environment and open cabin policy. Good opportunities for learning.,1
"1. XYZ is losing its identity after the merger with Igate.
2. Worst Policies of Igate & XYZ were taken.
3. Employees are treated like a servant.
4. Hike is almost negligible,so no growth.
5. Most of the projects are of short term and in that short term expectation would be too high.
6. Layoff's are going on. 
7. Management is too worse. They dont have management skills as well as technical understanding and simply wants the work to be done. Difficult to talk and put your point. Lots of politics among them. Developers merely get a chance to breathe.
8. Hardly heard any onsite in my 3 years tenure and out of them most are managers only and they do nothing, simply pass all there work to the offshore teams and enjoy onsite nicely.
9. Worst thing i have seen here is the culture of calling the person anytime rather then sending the emails and also encourage others to follow this culture.",0
"Less Hike percentage, Average Polices,  Average location, policies are not employee friendly",0
Nice place to work with XYZ,1
"Good working environment, Extra Cultural activities is good",1
Compensation a little less than industry standard,0
"Long Working hours in finance.
Less Salary increment.",0
"Work hours
Management doesn't respect employees.
Low hikes/incentives",0
"Good Brand
Feel proud just bec outsiders praise you because of brand",1
"Very Good and Employee Caring Management
Lots of Opportunities only for those who knows how to grab it
Internal Working Life Balance is good, rest depends on client's place if Onsite",1
"good environment, work pressure will be less. every one would love working there. They will provide well trainings for the employees",1
"Working with people has different cultures and backgrounds. will be pleased with promises thats all you get, many opportunities in wider technical areas and domains",1
Good learning opportunities. Infrastructure provide is good. We have many testing accounts. The way clients being treated is good. Higher management is approachable. The facilities are upto the mark.,1
Good work environment. Opportunity to grow. Friendly atmosphere.,1
Culture is good and we can work in this company,1
"Very long bench period.
 Less development projects.",0
Work life balance is awesome,1
"Here at XYZ none of the people have any goal what and why they are doing and will it benefit anyone? Employee, Team, Peers, Manager, Employer? They have no idea. Listing few of them the basic ones.

1. Doesn't matter if you work or not whatever you do your swipe in and swipe out timing should be 9:30Hrs.
2. You should wear formal wearable only, doesn't matter if you behave and deal formally.
3. Nobody cares what work you do how it is gonna add benefit, just keep doing. So no good work. Even if you do someone else who always juice the manager takes away everything.",0
1- You will get o work with new modern tools and technologies.,1
Good Companny to join for freshers,1
Weaker HR & admin and not able to handle adverse situation against senior management,0
Provide good work life balance,1
Couldn't list anything than can be termed Pros,1
Compensation should be better as compared to other cities.,0
Lesser number of leaves as compared to other companies,0
"*Easy lifestyle 
*Less work
*Friendly people
*flexibility to work from home",1
Good company for employees in india,1
Great Company.. balanced work life,1
"Work culture was excellent. 
Safe and secure place to work with lots of entertainment within campus.
It will be like your extended family.
The way XYZ shows concern for their employees was good.",1
"Should be lucky enough to get into a good project.
Get more leisure time",1
"completely depends on the project and your manager but a few company wide policies include, Paid time offs, shift reimbursements, cab services in shift, etc",1
Salary increment might be an issue. Also the variable pay is done once a year and if u leave company then your variable is gone for that year.,0
"Good Work Environment
Job Security.
Supportive management",1
"pay in line with the industry
multi-geography exposure",1
Does not give sabatical to employee,0
"Work Life balance
Good Learning 
Better opportunities",1
"best reasons to work at XYZ are
: work environment
: supportive seniors
: learn new things",1
"work hour flexibility,  transaparent and approachable management , fair opportunities.",1
Performance review is the biggest con. You get reviewed by a random manager in random location over a 5-10 mins talk over a phone. One who has 100% billing gets the same rating as the one who is on bench for 70% of the time. Apart from the ratings hike is less than 5% annually and that hike is in variable pay which depends on next years rating given by some random reviewer.,0
"Exposure to latest technologies,more emphasis on automation",1
Very less annual increments provided,0
"Good to work
Opportunity to work latest technology in market",1
"salary is less as compared to other companies. 
Company should stop taking over other companies.",0
Bad salary structure and very less compensations,0
Salary figures are not clearly explained and after resignation the management where I was working asked me for unwanted details and made me give up asking the provident fund back. They feel so difficult to give the money as if it was their money and I am taking it.,0
"Too much pressure for work, accommodation not available",0
Transition Opportunities are huge @ XYZ. Every employee who joins XYZ will get at least one chance to travel.,1
"Oppurtunities
Flexibility
Some teams do real quality and cutting edge work",1
Higher management is not good,0
"Provides a Good Environment and Culture.
Has Proper policies and Guidelines laid out.
Good offices and infrastructure.",1
bench period wasted LIFE WASTED,0
"good place to work, great organisation, good people to work around",1
"Good company to work  , good salary",1
"Good work life balance.
Good atmosphere..
Flexible timings",1
Company provides a good work life balance,1
the company policies are fair Policies. it is easy to maintain work-life balance .,1
"1. Onsite opportunities are less or if you get it will be of short term.
2. Salary hike in appraisals is very less.",0
"Lack of opportunities for employees in terms of project, future growth, appraisals, etc.",0
"management is very good, work environment is nice",1
"Got more like a community, feel. Cares about employees career path. Lot of opportunities and flexibility provided for career growth and work life balance",1
"Creativity is encouraged, passion is a common place, collegiality is unifying!

In short it's a good place to work and start your career with !",1
"good environment, good learning curve,scope to improve",1
"work life balance, fun activities at work place, helpful HR",1
"Worst for freshers , there is not proper framework to manage/ Train freshers",1
Work gets hectic at times,0
no cons only  benifit i found,0
"Open working environment
Lots of projects to work in",1
Salary hike is the main problem. Hike is very less,0
The company keeps you on bench for really long,0
XYZ in the recent times has not met the expectations of the employees by revising the salaries as per the market rates however more it earns accolades worldwide and recognition. It does not take care of the employee welfare.,0
very less salary increment.  After project over no guaranty that you will get new one. You will be on bench and then you have to leave.,0
as a fresher it is a good company,1
Too much variable pay which hampers in hand amount,0
"company capacity is 150K employees, ample of projects 
most of the projects are from financial side
clients are morgan stanley, discover,hsbc,barcleys and may more
flexibility in work",1
"Very good organization, work-life balance",1
Good Work Culture is there.,1
"Good working environment
Friendly people
Good policies",1
Low pay to fresher graduates when compared to other companies.,0
Great place to work with growing individual carrer,1
"ïƒ°	Critical review of the Standard Operating procedures
ïƒ°	Maintaining and  Developing robust internal control measures for AR Reporting processes
ïƒ°	Presenting the management with errors identified for the month with root cause for helping entire AR process to reduce the errors.
ïƒ°	Studying the As Is process and come up with a proposed process aimed at improving quality & Productivity",0
"good work-life balance
good company for experienced people",1
Some concerns of emplyees are overheard and not taken into consideration,0
Nothing to mention as of,0
You need to wait a lot for great opportunity,0
salary it offer is low as compared to other MNCs,0
"Brand name, I need to enter 5 words to submit review, that is why this sentence",1
"Good projects to work
Good team members",1
No value recognition for hardworkers,0
"As with any big company, they doesn't move the right skill person to right project , instead they hire from outside. zero flexibity to move across practices",0
Searching or looking for an opportunity to upgrade upgrade yourself and improve our professional skills in the right way and right Place.,1
Improve infrastructure which reflects status symbol of a firm  in market.,0
You may not be land into the technology which you got trained,0
"Limited onsite opportunities for new people
Growth for people has considerably decreased over the last few years",0
Relocation of employees and  hectic schedule,0
work life balance is good,1
There will be more exposure to the senior people in the organisation,1
Good work life balance and growth,1
"Good Company
Sal as per Market STD
Fun working with non fix bid projects.
Training.",1
"lots of opportunities to grow, good environment, friendly people",1
"Off late... Cons has been more than Pros
--- HR Policies has been becoming bad (as i heard from existing employees)
--- Remuneration ( Hike) is pretty bad from last 2 year 
-- Hearing plenty of news about layoff",0
"Remote Location
Long travel hours
Very rigid structure
Slow progress in terms of career opportunities",0
you have a lot of free time,1
Good work culture and values,1
"transportation 
low Hike 
no growth",0
"salary is full of variables
Bad Appraisal",0
"- If you are in right team, you get to work on really cool things
-Flexibility
- Facilities (Transport etc)
- Good culture.",1
Compensation is less than market standards.  Need to manage your office timings. Micro management on login and logout time by introducing new application.,0
awesome work experience with this organization,1
policies and allowances are ok,1
Good  hikes and bonus payment,1
"Good benefits for the health insurances and perks
good business model. itop taken by igate
Good CEO",1
"cons to work at XYZ are:
: low cts
: no work for sometimes
: some time stick to one work for months",0
Everything about the company sucks,0
Employee Colony Facility adjacent to the Plant.,1
"Complex internal organization.  
Changing service lines is problematic",0
"No  increments
work-life balance depends on the manager
no much projects",0
"No increment, hardly 2 percent. 
Limited projects, so getting a project is difficult. 
No onsite. 
Worst resource management (rmg / staffing). HR for the sake of name. Layoff happens some times.",0
"Adequate Opportunities.

Onsite or Engagements, lot of flexibility",1
"campus, crowd, extra curriculars, training",1
Diverse Domain and Market shares,1
"Not much to learn, less salary, no good projjects",0
"Extremely low hike.
No bonus.
You can expect everything except money.
HR team unsupportive towards folks who resign for example -
Unable to give a simple feedback to the new employers and even very lazy towards exit formalities and procedures.",0
More to Explore in Technical Stuffs,1
Less onsite oppurtunities and management is little clumsy.,0
Working hour policy is 9.5Hrs,0
Good work environment and work ethics. Great personality builder. Good policies regarding safety of employees.,1
"1. Decent work life balance.
2. Good Pay structure",1
Very Unprofessonal HR Person at the time of Interview....................................................................,0
"I have worked for XYZ for 3.8 years. XYZ provides all the opportunities to explore and excel new professional avenues. 
Good work/Life balance: Flexible timings and work from home option, really helped me thrive.
Always had a chance to advance: Environment could be competitive but there were a lot of opportunities.
Great management: Project Managers and Senior Managers were all supportive and always motivated us.
Co-workers are professional. 
Everyone follows proper code of conduct",1
"Less work pressure
Good work life balance",1
"No clear set policies for promotion.
The hikes are pathetic.
There is no concept of respect for employee.
Politics is the norm, especially when you have an incompetent and insecure supervisor. Most of them are.
Worst ever health insurance policy.",0
Good Global Brand and Work with very reputed Companies to Work.,1
Good company and work culture is good,1
No process defined for many things.,0
"Resource utilization is poor, You will not be asked about your interest",0
Good company to have technical growth,1
"Facilities are good, well-growth, coordination",1
"- Job Security
- MNC brand",1
"Good work culture, Good opportunities to work in cross cultural environment, Chances of relocating.",1
"Overall growth
Fair opportunities to learn and get trained
Good transport facilities",1
work life balance is great,1
"Discouraging Increment 
Lots of Internal Politics for Onsite opportunity
Hardly People Matters 
 3 Months Notice Period",0
High level of politics. Appraisals based on your links with superiors rather than performance.,0
Nice environment in the projects,1
"Employee Friendly
Work Life Balance
Good work Culture 
Flexible",1
May not be a good work place for experienced,0
Being a MNC has advantages over other organizations and working environment is good too. Proper holidays and stuff. Overall nice place to work.,1
"Equality among the colleagues ,Stress free environment",1
"Nothing as of now 
they will change as per their wish",1
"good project , environment and quality",1
stagnant growth after 2-3 years,0
"Less salary, weird management, chaotic work environment.",0
"Work life balance, good projects and they treat employee well.",1
Friendly atmosphere with not much work pressure! I am still a trainee so don't know much about the company yet,1
No embedded projects. Being a global company & huge client base employees expects some good long term embedded projects in the company. But embedded hardware specifically not getting good projects.,0
"Difficult to change domain
Hike not good.",0
Salary is credited on time ( if you consider it as pro),1
it is a big company with prospect as it's a computer company,1
"1. Fantastic company to work with. 
2. Having good infrastructure and facilities
3. Process oriented organization
4. Skills and Career Growth depends on project which you are tagged to
5. Lots of fun related, cultural activities, outdoor (trekking) activities and CSR activities, donation camps, blood donation camps are being organized on a regular basis",1
"Less increment, high variable pay, no bench policies, insurance policy is not good, very rare promotions, work load, paid pickup drop transport policy",0
"Lot of projects. 
Very good company to work for.
Work life balance",1
Lots of BFSI clients to work with. Work from home facility if working in FS domain.,1
Not much embedded projects.  Unskilled seniors. 15%variable pay.,0
V good who likes challenges,1
"Less internal opportunity ,
Salary is low compared to other it companies for freshers , very less hike percentage",0
Good place to work in.Flexibility offered.,1
"senior management, non-competitive salary, odd working hours",0
good company for this sector,1
